id_transaccion,fecha_compra,id_cliente,categoria_producto,precio_cop,metodo_pago,canal,dispositivo,ciudad_envio,tiempo_entrega_dias,calificacion_cliente_1a5,producto_devuelto
TXN-0001395,2022-04-15,10977,Juguetes,64974,Tarjeta débito,Sitio web,Desconocido,Manizales,2,5,No
TXN-0001118,2022-09-10,23576,Hogar,134086,PSE,App móvil,Android,Cali,3,5,No
TXN-0004663,2023-10-26,-1,Electrónica,667549,Tarjeta crédito,App móvil,Desktop,Bogotá,5,5,No
TXN-0001962,2023-11-25,30546,Mascotas,63623,Contraentrega,App móvil,Desktop,Bogotá,3,5,No
TXN-0000650,2023-06-23,10093,Moda,166048,Billetera digital,Sitio web,Android,Medellín,5,5,No
TXN-0007839,2023-09-06,25118,Belleza,114111,PSE,App móvil,Android,Barranquilla,3,5,No
TXN-0006492,2023-09-25,44483,Alimentos,74277,Billetera digital,Sitio web,Android,Bogotá,1,5,No
TXN-0000135,2024-02-17,39161,Electrónica,897259,Contraentrega,Sitio web,iOS,Bogotá,6,5,No
TXN-0004947,2024-09-05,16330,Moda,99433,Tarjeta crédito,App móvil,iOS,Manizales,1,5,No
TXN-0006533,2024-04-25,33644,Moda,47188,Tarjeta crédito,App móvil,Android,Cali,6,5,No
TXN-0005712,2022-11-23,14678,Electrónica,931151,Tarjeta débito,App móvil,Android,Bucaramanga,7,5,No
TXN-0001197,2023-04-24,41730,Deportes,157614,Tarjeta crédito,Sitio web,Desconocido,Cartagena,4,5,No
TXN-0003348,2022-01-31,44505,Electrónica,89759,Tarjeta crédito,App móvil,iOS,Cali,4,5,No
TXN-0006932,2022-07-30,57351,Tecnología,1471417,Tarjeta crédito,App móvil,iOS,Medellín,1,5,No
TXN-0007615,2023-10-15,43557,Libros,45207,PSE,App móvil,Android,Bogotá,7,5,No
TXN-0007570,2023-02-16,16403,Mascotas,43517,Tarjeta débito,Sitio web,Android,Barranquilla,3,5,No
TXN-0005622,2022-11-15,17329,Moda,105992,Tarjeta crédito,Sitio web,Android,Medellín,4,5,No
TXN-0004725,2022-11-04,35131,Tecnología,799042,Tarjeta débito,Sitio web,Android,Bucaramanga,7,5,No
TXN-0003833,2024-02-03,37261,Belleza,133332,Tarjeta crédito,App móvil,iOS,Bogotá,6,5,No
TXN-0000421,2022-02-20,39183,Belleza,35177,Tarjeta débito,App móvil,Android,Cali,4,5,No
TXN-0005523,2023-06-21,57806,Moda,131360,Tarjeta crédito,App móvil,Desconocido,Medellín,7,5,No
TXN-0002794,2024-05-20,25225,Electrónica,268440,Tarjeta débito,Sitio web,Android,Bogotá,2,5,No
TXN-0000193,2023-10-01,32628,Belleza,23959,Tarjeta crédito,Sitio web,iOS,Bogotá,5,5,No
TXN-0003437,2024-09-09,18649,Moda,137333,PSE,Sitio web,iOS,Bogotá,6,5,No
TXN-0003020,2024-10-10,45496,Tecnología,1443528,Contraentrega,App móvil,Android,Ibagué,1,5,No
TXN-0003382,2022-05-20,48677,Electrónica,771729,Tarjeta crédito,App móvil,Android,Cali,2,5,No
TXN-0002575,2023-09-13,52272,Alimentos,6029,Contraentrega,App móvil,Android,Cali,5,5,No
TXN-0000839,2023-06-19,-1,Libros,75136,Tarjeta débito,App móvil,Desktop,Barranquilla,4,5,No
TXN-0001477,2023-03-22,27623,Belleza,103615,Tarjeta crédito,App móvil,Android,Bogotá,8,4,No
TXN-0002476,2024-11-11,23378,Moda,78492,Tarjeta débito,App móvil,Android,Barranquilla,5,5,No
TXN-0001252,2023-01-08,37475,Electrónica,821404,Billetera digital,Sitio web,Desconocido,Cali,5,5,Sí
TXN-0006509,2023-12-08,51748,Alimentos,47302,Tarjeta débito,App móvil,iOS,Medellín,6,5,No
TXN-0003748,2022-01-09,55148,Mascotas,26945,Tarjeta crédito,Sitio web,iOS,Bucaramanga,3,5,No
TXN-0003599,2024-02-29,16152,Electrónica,788851,Tarjeta crédito,App móvil,Android,Bogotá,4,5,No
TXN-0002380,2023-04-26,25915,Moda,100615,PSE,App móvil,Android,Bogotá,6,5,No
TXN-0005952,2023-12-17,26854,Moda,153639,Tarjeta crédito,Sitio web,Android,Medellín,5,5,No
TXN-0006012,2022-05-20,22094,Juguetes,151469,Billetera digital,Sitio web,Android,Manizales,1,5,No
TXN-0001626,2024-09-22,47136,Deportes,95945,Contraentrega,App móvil,Android,Cartagena,7,5,Sí
TXN-0003369,2024-03-19,51259,Mascotas,64305,Tarjeta débito,App móvil,Android,Bogotá,3,5,No
TXN-0003341,2022-10-22,58875,Electrónica,698751,Tarjeta crédito,Sitio web,Android,Bogotá,1,5,No
TXN-0001270,2022-04-27,42807,Electrónica,945213,Tarjeta crédito,Sitio web,Android,Cali,9,5,No
TXN-0007516,2023-09-18,39805,Electrónica,534490,Tarjeta crédito,App móvil,Android,Bogotá,4,5,No
TXN-0004853,2023-01-23,20726,Alimentos,28566,Tarjeta débito,Sitio web,Android,Cúcuta,8,5,No
TXN-0007582,2024-01-25,25075,Moda,155863,Tarjeta crédito,Sitio web,Android,Bucaramanga,4,5,Sí
TXN-0002832,2024-10-24,10090,Moda,70022,Contraentrega,Sitio web,Android,Cartagena,3,5,No
TXN-0003577,2024-02-23,20217,Moda,120106,Tarjeta crédito,App móvil,iOS,Manizales,8,4,No
TXN-0005649,2024-08-09,16630,Alimentos,28170,PSE,App móvil,Desktop,Bogotá,3,5,No
TXN-0000838,2024-02-06,36120,Moda,116283,Contraentrega,App móvil,Android,Bucaramanga,4,5,No
TXN-0002754,2022-06-11,13373,Libros,93795,Tarjeta crédito,App móvil,Desktop,Medellín,2,5,No
TXN-0002631,2022-11-26,32252,Mascotas,68454,Billetera digital,Sitio web,Desktop,Medellín,3,5,No
TXN-0000380,2022-03-09,30387,Electrónica,1002372,Tarjeta débito,App móvil,Desktop,Bucaramanga,5,5,No
TXN-0005341,2022-05-12,21157,Moda,105018,Tarjeta crédito,App móvil,Desktop,Bogotá,5,5,No
TXN-0007429,2024-01-31,36222,Libros,73721,Tarjeta débito,App móvil,Android,Barranquilla,6,5,No
TXN-0006044,2022-02-20,59844,Libros,76808,Tarjeta crédito,App móvil,Android,Pereira,6,5,No
TXN-0006325,2022-05-02,42017,Electrónica,809864,Contraentrega,App móvil,Android,Bogotá,6,5,No
TXN-0001541,2023-07-21,28409,Electrónica,876956,Billetera digital,App móvil,Android,Manizales,7,5,No
TXN-0007820,2024-08-22,-1,Libros,90934,Tarjeta débito,Sitio web,Desktop,Cartagena,4,5,No
TXN-0001547,2022-10-07,56555,Moda,78286,Tarjeta crédito,App móvil,Android,Medellín,2,5,Sí
TXN-0005471,2023-06-25,20492,Moda,48380,Contraentrega,Sitio web,Desktop,Bogotá,5,5,No
TXN-0002454,2022-04-04,57802,Deportes,129481,Tarjeta crédito,App móvil,Desktop,Manizales,6,5,No
TXN-0002557,2023-07-19,48771,Electrónica,600374,Tarjeta débito,App móvil,Android,Bucaramanga,4,5,No
TXN-0003404,2023-12-05,26392,Tecnología,772532,Tarjeta débito,Sitio web,Android,Bogotá,5,5,No
TXN-0004454,2023-07-19,11983,Electrónica,418075,Tarjeta crédito,Sitio web,iOS,Bucaramanga,2,5,No
TXN-0006180,2023-09-29,13076,Deportes,30995,PSE,App móvil,Android,Pereira,4,5,No
TXN-0000977,,57076,Belleza,80695,Tarjeta crédito,Sitio web,iOS,Barranquilla,7,5,No
TXN-0004394,2024-09-01,21673,Moda,134186,PSE,Sitio web,iOS,Barranquilla,6,5,No
TXN-0007512,2022-04-15,41871,Electrónica,816881,Tarjeta crédito,App móvil,iOS,Barranquilla,5,5,No
TXN-0002358,2024-08-22,50572,Alimentos,66380,Tarjeta crédito,App móvil,Desktop,Medellín,5,5,No
TXN-0006143,2022-09-21,12393,Alimentos,37420,Tarjeta crédito,App móvil,Android,Medellín,2,5,No
TXN-0005317,2022-06-21,52910,Juguetes,93296,Tarjeta débito,Sitio web,iOS,Bogotá,6,5,No
TXN-0007548,2022-04-08,42399,Electrónica,656423,Tarjeta crédito,Sitio web,Desktop,Bogotá,4,5,No
TXN-0007349,2022-09-09,28476,Belleza,71645,Tarjeta débito,App móvil,Android,Pereira,6,5,No
TXN-0002206,2022-04-10,50773,Belleza,55534,Tarjeta débito,App móvil,Android,Cali,5,5,No
TXN-0007210,2023-11-04,44142,Libros,24153,Contraentrega,Sitio web,Android,Barranquilla,6,5,No
TXN-0002815,2022-12-15,33525,Libros,40399,Billetera digital,App móvil,Desktop,Medellín,1,5,No
TXN-0005840,2022-04-10,55949,Moda,147171,Contraentrega,App móvil,Desktop,Barranquilla,3,5,No
TXN-0007225,2024-10-29,49488,Electrónica,554365,Tarjeta crédito,Sitio web,Android,Bogotá,1,5,No
TXN-0005946,2023-10-12,38061,Libros,35540,Tarjeta crédito,Sitio web,Android,Pereira,5,5,No
TXN-IMPUTADO-0072,2023-01-30,15456,Hogar,159784,Contraentrega,App móvil,iOS,Cali,4,5,No
TXN-0002873,2023-10-13,44385,Hogar,287380,PSE,Sitio web,Desktop,Bogotá,6,5,No
TXN-0007620,2023-10-06,35273,Tecnología,34640,PSE,App móvil,Android,Bogotá,3,5,No
TXN-0005156,2024-03-31,22672,Moda,89276,Contraentrega,App móvil,Android,Bucaramanga,5,5,No
TXN-0001556,2024-04-14,26134,Libros,31659,Contraentrega,App móvil,Desktop,Bucaramanga,3,5,No
TXN-0003708,2024-04-16,52788,Libros,45942,Tarjeta crédito,App móvil,Android,Bucaramanga,4,5,No
TXN-0002324,2023-04-08,51908,Moda,128717,Contraentrega,Sitio web,Android,Bogotá,3,5,No
TXN-0000915,2022-02-14,24588,Mascotas,63121,Contraentrega,Sitio web,Android,Barranquilla,4,5,No
TXN-0003612,2023-03-31,22421,Electrónica,543859,Tarjeta crédito,App móvil,Android,Cali,2,5,No
TXN-0001504,2024-07-16,29481,Electrónica,942646,PSE,Sitio web,Android,Pereira,6,5,No
TXN-0007574,2022-03-25,34200,Mascotas,134772,Contraentrega,Sitio web,Android,Ibagué,6,5,No
TXN-0006802,2023-06-16,36364,Moda,150194,PSE,Sitio web,Android,Cali,5,5,No
TXN-0001407,2022-09-25,34642,Electrónica,406882,Billetera digital,App móvil,Desktop,Cali,6,5,Sí
TXN-0002625,2024-01-01,35512,Hogar,318494,Tarjeta débito,Sitio web,iOS,Barranquilla,1,5,No
TXN-0001803,2022-06-15,38423,Deportes,147443,Billetera digital,App móvil,Android,Bogotá,5,5,No
TXN-0002055,2022-06-09,54959,Hogar,189705,Tarjeta crédito,App móvil,Android,Cali,4,5,No
TXN-0007027,2023-12-11,27256,Moda,122345,Billetera digital,App móvil,Android,Cali,5,5,No
TXN-0000009,2023-09-05,51309,Libros,43643,Tarjeta débito,App móvil,Android,Bogotá,6,5,No
TXN-0003377,2023-12-03,43190,Moda,71019,Contraentrega,App móvil,Android,Bogotá,5,5,No
TXN-0004092,2022-10-18,42690,Libros,95938,PSE,Sitio web,iOS,Pereira,3,5,Sí
TXN-0005394,2022-12-18,41799,Electrónica,629741,Tarjeta crédito,Sitio web,Desktop,Bucaramanga,4,5,No
TXN-0002837,2022-11-09,12259,Deportes,184562,Contraentrega,Sitio web,Android,Pereira,5,5,No
TXN-0007333,2024-05-09,37577,Libros,95186,Tarjeta débito,App móvil,iOS,Cartagena,2,5,No
TXN-0004080,2024-03-07,53626,Belleza,108965,Tarjeta crédito,Sitio web,iOS,Medellín,2,5,No
TXN-0001634,2024-12-09,34369,Alimentos,31918,Billetera digital,App móvil,Android,Cúcuta,2,5,No
TXN-0005259,2024-06-20,47784,Libros,78529,Billetera digital,App móvil,Android,Cartagena,2,5,No
TXN-0002087,2024-09-15,54321,Hogar,182949,PSE,App móvil,Desktop,Ibagué,2,5,No
TXN-0000217,2022-10-19,33522,Moda,150474,Tarjeta crédito,App móvil,iOS,Bucaramanga,2,5,No
TXN-0005104,2022-05-01,12641,Hogar,212838,Tarjeta débito,Sitio web,Android,Medellín,4,5,No
TXN-0002080,2022-06-24,37704,Deportes,225995,Tarjeta débito,App móvil,Android,Bucaramanga,1,5,Sí
TXN-0007195,2022-05-19,19674,Juguetes,56336,Tarjeta crédito,App móvil,iOS,Medellín,8,4,No
TXN-0005378,2023-03-30,20654,Hogar,34604,Tarjeta crédito,App móvil,Android,Cúcuta,5,5,No
TXN-0001253,2023-12-03,21394,Mascotas,95790,Contraentrega,Sitio web,Android,Barranquilla,4,5,No
TXN-0007463,,56284,Belleza,92050,PSE,App móvil,Android,Bogotá,6,5,No
TXN-0004693,2023-12-11,52486,Hogar,180473,Tarjeta débito,App móvil,Android,Bogotá,4,5,No
TXN-0007039,2023-12-04,27834,Mascotas,26792,PSE,Sitio web,Android,Bogotá,7,5,No
TXN-0004899,2023-07-29,34132,Alimentos,14744,Tarjeta crédito,Sitio web,Android,Cali,3,5,No
TXN-0001966,2024-02-03,13041,Deportes,50129,Contraentrega,Sitio web,Desktop,Cúcuta,3,5,No
TXN-0002210,2024-08-21,26550,Tecnología,675940,Tarjeta débito,App móvil,Android,Ibagué,4,5,No
TXN-0000313,2022-09-28,47240,Electrónica,737020,Tarjeta crédito,App móvil,Android,Cali,4,5,No
TXN-0007465,2024-02-03,10494,Hogar,286416,Tarjeta crédito,Sitio web,Android,Ibagué,4,5,No
TXN-0001038,2023-12-24,44693,Moda,79924,Tarjeta débito,App móvil,iOS,Cali,6,5,No
TXN-0001451,2022-10-31,40310,Alimentos,29720,Contraentrega,Sitio web,Android,Bucaramanga,8,3,No
TXN-0007086,2022-06-14,25044,Electrónica,671286,Tarjeta crédito,App móvil,Android,Bogotá,5,5,No
TXN-IMPUTADO-0073,2022-01-09,43755,Hogar,139725,PSE,Sitio web,iOS,Bogotá,1,5,No
TXN-0003082,2022-09-08,50031,Moda,36193,Tarjeta crédito,Sitio web,iOS,Bogotá,6,5,No
TXN-0005350,2023-12-10,44569,Deportes,203578,Tarjeta crédito,App móvil,Android,Cali,6,5,No
TXN-0002101,2024-08-02,-1,Juguetes,119782,Tarjeta crédito,App móvil,Android,Cali,6,5,No
TXN-0001902,2023-03-28,44517,Mascotas,76352,Tarjeta crédito,App móvil,Desktop,Barranquilla,5,5,No
TXN-IMPUTADO-0074,2023-06-01,14830,Hogar,207853,Tarjeta crédito,Sitio web,iOS,Medellín,4,5,No
TXN-0000840,2024-08-12,21911,Alimentos,54339,Contraentrega,App móvil,Desktop,Cartagena,4,5,No
TXN-0004744,2024-09-03,28389,Juguetes,47835,Contraentrega,App móvil,Android,Barranquilla,4,5,No
TXN-0003603,2024-07-03,54840,Electrónica,560381,Tarjeta débito,Sitio web,Android,Bogotá,1,5,No
TXN-0006069,2022-04-17,-1,Alimentos,5000,Contraentrega,App móvil,Android,Bogotá,8,3,No
TXN-0007479,2023-08-17,53073,Mascotas,91164,Contraentrega,App móvil,iOS,Bogotá,6,5,No
TXN-0001920,2023-06-05,50064,Hogar,236817,Billetera digital,App móvil,iOS,Bogotá,5,5,No
TXN-0000229,,52789,Moda,97760,Billetera digital,Sitio web,iOS,Bogotá,2,5,No
TXN-0005008,2024-01-06,-1,Moda,79182,Tarjeta crédito,App móvil,Desktop,Bogotá,3,5,No
TXN-0007364,2024-06-25,10976,Moda,110655,Tarjeta crédito,Sitio web,Android,Barranquilla,2,5,No
TXN-0002867,2023-12-18,56388,Moda,83361,Billetera digital,App móvil,iOS,Bogotá,3,5,No
TXN-0004370,2022-03-04,52124,Hogar,370300,Tarjeta crédito,Sitio web,Android,Bogotá,4,5,No
TXN-0007247,2023-01-19,19119,Electrónica,330625,Tarjeta débito,Sitio web,iOS,Cali,4,5,No
TXN-0004913,2024-11-21,17893,Tecnología,753920,PSE,App móvil,Desktop,Cali,6,5,No
TXN-0006175,2023-06-27,36247,Alimentos,58124,PSE,App móvil,Android,Bogotá,6,5,Sí
TXN-0005542,2024-10-01,23496,Juguetes,103422,Tarjeta crédito,Sitio web,Desktop,Medellín,4,5,No
TXN-0005743,2024-04-30,58324,Tecnología,580760,Tarjeta débito,Sitio web,iOS,Cúcuta,5,5,No
TXN-0002146,2023-08-14,25451,Moda,136633,Tarjeta crédito,Sitio web,iOS,Bogotá,3,5,No
TXN-0005147,2024-07-07,28517,Electrónica,233951,Tarjeta débito,App móvil,iOS,Cali,5,5,No
TXN-0001514,2023-11-23,10826,Deportes,163924,Billetera digital,App móvil,Android,Bogotá,4,5,No
TXN-0005875,2024-03-05,42111,Tecnología,229031,PSE,Sitio web,iOS,Medellín,6,5,No
TXN-0000016,2022-01-13,12127,Electrónica,606087,Tarjeta débito,Sitio web,Android,Bogotá,4,5,No
TXN-0004626,2022-03-31,10007,Tecnología,814789,PSE,Sitio web,iOS,Cali,6,5,No
TXN-0004122,2023-04-21,21025,Electrónica,491618,Tarjeta débito,App móvil,iOS,Cali,4,5,No
TXN-0006777,2023-09-03,53290,Deportes,172996,Tarjeta crédito,Sitio web,Android,Manizales,4,5,No
TXN-0006995,2023-01-30,45746,Alimentos,60332,Tarjeta crédito,App móvil,Desktop,Cali,1,5,No
TXN-0003763,2024-06-19,49286,Moda,23306,Contraentrega,App móvil,Android,Cartagena,8,3,No
TXN-0005467,,41043,Tecnología,769798,Tarjeta débito,App móvil,Android,Cúcuta,4,5,No
TXN-IMPUTADO-0075,2023-04-19,42371,Electrónica,1018103,Tarjeta crédito,App móvil,Desktop,Bogotá,7,5,No
TXN-0001391,2024-07-30,40468,Moda,33527,Tarjeta crédito,App móvil,Desktop,Pereira,1,5,No
TXN-0003662,2023-03-29,33567,Alimentos,25953,Tarjeta crédito,App móvil,Android,Medellín,6,5,No
TXN-0005677,2022-10-01,32790,Tecnología,961635,Tarjeta débito,Sitio web,Desktop,Bogotá,5,5,No
TXN-0000129,2022-10-10,55497,Moda,209665,Tarjeta crédito,App móvil,Android,Cartagena,4,5,No
TXN-0006271,2022-11-10,30890,Juguetes,152141,PSE,App móvil,iOS,Bogotá,1,5,No
TXN-0000719,2024-12-12,16001,Juguetes,60030,Tarjeta crédito,App móvil,Android,Bucaramanga,8,4,No
TXN-0000322,2022-11-25,43399,Mascotas,51107,Tarjeta débito,Sitio web,Android,Bogotá,4,5,No
TXN-0002467,2023-08-16,59971,Electrónica,540399,Tarjeta débito,App móvil,Desktop,Bogotá,2,5,No
TXN-0007529,2022-08-31,51829,Hogar,140067,Contraentrega,Sitio web,Android,Barranquilla,6,5,No
TXN-0002528,2024-04-16,30556,Belleza,78996,Tarjeta débito,Sitio web,Desktop,Bogotá,6,5,No
TXN-0001704,2024-06-09,41274,Belleza,88083,Tarjeta crédito,Sitio web,Desconocido,Barranquilla,6,5,No
TXN-0007886,2023-08-24,19706,Tecnología,514735,Tarjeta crédito,Sitio web,iOS,Pereira,2,5,No
TXN-0003052,2022-09-25,25995,Moda,173585,Tarjeta crédito,Sitio web,Desktop,Cali,3,5,No
TXN-0002208,2024-11-25,-1,Libros,64390,Tarjeta débito,Sitio web,iOS,Pereira,5,5,No
TXN-0006503,2022-05-18,54595,Deportes,198786,Billetera digital,Sitio web,Android,Ibagué,4,5,No
TXN-0004699,2024-10-03,11338,Hogar,126583,Contraentrega,Sitio web,Android,Cali,9,4,No
TXN-0007797,,40778,Libros,68574,Contraentrega,Sitio web,Android,Ibagué,6,5,No
TXN-0003393,2023-01-23,30782,Moda,136409,PSE,App móvil,iOS,Cali,5,5,No
TXN-0002245,2023-12-09,-1,Belleza,102022,Tarjeta débito,App móvil,Android,Medellín,3,5,No
TXN-0002655,2022-03-08,16134,Alimentos,77313,Tarjeta crédito,Sitio web,Android,Medellín,9,3,No
TXN-0005082,2023-12-22,23377,Electrónica,639845,Contraentrega,App móvil,iOS,Cali,3,5,No
TXN-0005813,2022-02-03,15962,Alimentos,23428,Contraentrega,App móvil,Android,Bogotá,4,5,No
TXN-0007105,2023-03-26,12973,Moda,146372,PSE,App móvil,iOS,Bogotá,2,5,No
TXN-0001750,2023-07-31,28715,Moda,66789,Tarjeta crédito,Sitio web,Android,Medellín,6,5,No
TXN-0001362,2023-12-24,15450,Moda,5000,Billetera digital,App móvil,Android,Bogotá,3,5,No
TXN-0006303,2023-12-23,43964,Mascotas,104837,Contraentrega,App móvil,iOS,Bogotá,2,5,No
TXN-0003557,2022-07-17,26279,Belleza,51225,Contraentrega,Sitio web,iOS,Barranquilla,3,5,No
TXN-0001404,2022-10-10,22775,Deportes,183328,Billetera digital,App móvil,Android,Barranquilla,4,5,No
TXN-0001438,2022-06-11,21864,Belleza,71724,Billetera digital,App móvil,Desktop,Medellín,5,5,No
TXN-0004797,2024-03-23,42937,Hogar,178216,Tarjeta crédito,Sitio web,Desktop,Bogotá,4,5,No
TXN-0003504,2023-12-29,26985,Belleza,66477,Contraentrega,App móvil,iOS,Bogotá,3,5,No
TXN-0001413,2022-11-21,41564,Alimentos,9627,Tarjeta débito,Sitio web,Desktop,Bogotá,5,5,No
TXN-0002409,2023-02-24,28772,Juguetes,91994,PSE,Sitio web,Android,Bogotá,5,5,No
TXN-0001795,2023-03-19,49134,Mascotas,49380,Contraentrega,App móvil,Android,Bucaramanga,2,5,No
TXN-0003459,2023-04-27,43755,Moda,119153,Tarjeta crédito,Sitio web,Desconocido,Medellín,1,5,No
TXN-0006476,2023-07-05,48061,Deportes,129569,Tarjeta débito,App móvil,Android,Cali,3,5,No
TXN-0002144,2023-10-04,26031,Deportes,155331,Tarjeta crédito,App móvil,Android,Ibagué,2,5,No
TXN-0004768,2022-11-19,15078,Electrónica,416201,Tarjeta débito,App móvil,Desktop,Cali,4,5,Sí
TXN-0004453,2024-06-28,30593,Libros,43831,PSE,App móvil,Android,Bogotá,7,5,No
TXN-0000124,2023-03-29,12039,Moda,160648,PSE,App móvil,Android,Bogotá,6,5,No
TXN-0006868,2022-02-25,-1,Deportes,174097,PSE,App móvil,Desconocido,Pereira,6,5,No
TXN-0001542,2023-02-01,-1,Deportes,261292,Tarjeta débito,App móvil,Desktop,Bogotá,3,5,No
TXN-0000031,2022-08-15,55590,Electrónica,849895,Billetera digital,App móvil,Android,Medellín,3,5,No
TXN-0000935,2024-02-29,34267,Tecnología,1017078,Billetera digital,App móvil,Android,Manizales,2,5,No
TXN-0007973,2024-08-30,49096,Tecnología,1030067,Tarjeta crédito,App móvil,Desconocido,Bogotá,1,5,No
TXN-0006496,2024-06-05,50505,Moda,143342,Tarjeta crédito,App móvil,iOS,Manizales,4,5,No
TXN-0006901,2024-07-02,55118,Moda,101200,PSE,Sitio web,iOS,Bogotá,3,5,No
TXN-0005363,2024-07-27,21402,Libros,9502,Contraentrega,App móvil,Android,Pereira,2,5,No
TXN-0004924,2024-10-22,55189,Deportes,75077,Tarjeta crédito,Sitio web,Android,Manizales,6,5,No
TXN-0004136,2023-10-14,25688,Belleza,60420,Contraentrega,App móvil,Android,Medellín,7,5,No
TXN-0005641,2024-12-30,40629,Electrónica,625008,Billetera digital,Sitio web,iOS,Medellín,4,5,No
TXN-0006593,2022-06-17,58410,Libros,110007,PSE,App móvil,Android,Cartagena,2,5,No
TXN-IMPUTADO-0076,2022-11-22,48764,Electrónica,29686,Tarjeta crédito,Sitio web,Desconocido,Cali,7,5,No
TXN-0001189,2023-09-16,33579,Deportes,275363,Tarjeta crédito,Sitio web,Android,Cartagena,8,4,No
TXN-0007278,2024-01-29,10527,Juguetes,128090,Tarjeta crédito,App móvil,Android,Medellín,1,5,No
TXN-0001627,2024-11-02,24539,Juguetes,143757,Tarjeta crédito,App móvil,Android,Bucaramanga,4,5,No
TXN-0001562,2022-01-30,53915,Mascotas,31133,Billetera digital,Sitio web,Android,Medellín,3,5,No
TXN-0004670,2024-05-28,48118,Electrónica,1113891,PSE,Sitio web,Android,Bogotá,7,5,No
TXN-0004954,2023-05-11,46598,Belleza,111085,Tarjeta crédito,App móvil,Android,Barranquilla,8,4,No
TXN-0002056,2023-08-17,49159,Hogar,199024,Contraentrega,App móvil,Android,Cali,2,5,No
TXN-0001778,2023-08-23,43425,Belleza,42584,Tarjeta crédito,Sitio web,Android,Bogotá,5,5,No
TXN-0001772,2024-04-10,14253,Moda,140762,Tarjeta débito,Sitio web,Desktop,Medellín,7,5,No
TXN-0006548,2024-08-22,43894,Juguetes,5000,Tarjeta crédito,App móvil,Android,Bogotá,4,5,No
TXN-0003547,2023-11-12,-1,Libros,67294,Tarjeta crédito,App móvil,iOS,Pereira,4,5,No
TXN-0000039,2022-07-02,28514,Moda,79462,Tarjeta crédito,App móvil,Android,Cali,3,5,No
TXN-0007005,2023-09-12,39618,Electrónica,860778,PSE,App móvil,Android,Manizales,1,5,No
TXN-0004753,2022-04-19,53309,Mascotas,81205,PSE,App móvil,Android,Cali,3,5,No
TXN-0004579,2022-03-20,43866,Moda,115127,Tarjeta crédito,App móvil,iOS,Bogotá,2,5,No
TXN-0003319,2023-07-04,20071,Moda,135966,PSE,Sitio web,Android,Medellín,6,5,No
TXN-0005935,2023-10-28,31716,Moda,100824,Billetera digital,App móvil,Android,Bucaramanga,3,5,No
TXN-0000854,2024-03-24,31527,Hogar,247764,PSE,App móvil,Desktop,Barranquilla,1,5,No
TXN-0000779,2022-04-23,12144,Moda,69794,Tarjeta crédito,Sitio web,Android,Bogotá,7,5,No
TXN-0002238,2024-01-30,49070,Moda,153523,Billetera digital,App móvil,iOS,Barranquilla,3,5,No
TXN-0002104,2022-08-30,30957,Alimentos,5000,Tarjeta débito,App móvil,Android,Bogotá,2,5,No
TXN-0000946,2024-08-04,-1,Libros,71292,Tarjeta crédito,App móvil,iOS,Pereira,6,5,No
TXN-0002529,2022-08-23,37304,Belleza,82191,Tarjeta crédito,App móvil,Android,Barranquilla,3,5,No
TXN-0006433,2022-12-16,40757,Hogar,170727,Tarjeta crédito,App móvil,Android,Cali,4,5,No
TXN-0006182,2023-05-24,22119,Hogar,135114,Billetera digital,Sitio web,Android,Bucaramanga,10,4,No
TXN-0001706,2023-06-17,21006,Alimentos,22653,Tarjeta crédito,Sitio web,Android,Cali,2,5,No
TXN-0004068,2024-05-02,36481,Electrónica,422081,PSE,App móvil,Android,Cúcuta,2,5,No
TXN-0000423,2023-06-05,31342,Electrónica,996144,PSE,Sitio web,Android,Pereira,3,5,No
TXN-0002923,2022-07-27,37720,Moda,237383,Billetera digital,Sitio web,Android,Bogotá,3,5,Sí
TXN-0004008,2022-01-26,36050,Libros,40384,Tarjeta débito,Sitio web,Android,Cali,7,5,No
TXN-0002766,2022-06-17,44824,Alimentos,81572,Contraentrega,App móvil,Desktop,Bogotá,5,5,No
TXN-0005088,2024-01-21,42843,Libros,62670,Tarjeta débito,Sitio web,iOS,Cali,3,5,No
TXN-0004624,2023-05-14,11800,Hogar,126774,Contraentrega,Sitio web,Android,Bogotá,6,5,No
TXN-0003893,2022-01-13,22594,Tecnología,1191275,PSE,App móvil,Android,Manizales,6,5,Sí
TXN-IMPUTADO-0077,2022-06-12,28979,Moda,145458,PSE,App móvil,Android,Cartagena,8,3,No
TXN-0003101,2024-01-27,22495,Juguetes,81224,Tarjeta crédito,Sitio web,iOS,Medellín,2,5,No
TXN-0000390,2023-01-05,10652,Hogar,167293,Tarjeta crédito,App móvil,Android,Bogotá,2,5,No
TXN-0001494,2023-10-30,19033,Belleza,91115,Tarjeta crédito,Sitio web,iOS,Bogotá,5,5,No
TXN-0006097,2022-02-16,41283,Electrónica,674952,Tarjeta crédito,App móvil,iOS,Cartagena,6,5,No
TXN-0007478,2022-06-21,25682,Alimentos,49704,Tarjeta débito,App móvil,iOS,Medellín,5,5,No
TXN-IMPUTADO-0078,2022-11-02,10253,Hogar,187275,Billetera digital,App móvil,Android,Bucaramanga,1,5,No
TXN-0004655,2023-12-28,36453,Hogar,189597,Tarjeta débito,App móvil,Android,Bogotá,4,5,No
TXN-0000374,2024-08-16,27827,Libros,53595,Billetera digital,Sitio web,Android,Bogotá,2,5,No
